timestamp 1655590017.270856, v 0.000000, i 0, n 0
timestamp 1655590094.024629, v 3.872722, i 4, n 162
timestamp 1655590094.049649, v 3.888628, i 3, n 161
timestamp 1655590094.074718, v 3.882921, i 4, n 161
timestamp 1655590094.099731, v 3.906193, i 3, n 161
timestamp 1655590094.124857, v 3.894554, i 5, n 161
timestamp 1655590094.149872, v 3.911946, i 3, n 160
timestamp 1655590094.174919, v 3.937815, i 2, n 162
timestamp 1655590094.199954, v 3.931963, i 3, n 162
timestamp 1655590094.224917, v 3.941785, i 2, n 161
timestamp 1655590094.249944, v 3.935833, i 3, n 161
timestamp 1655590094.274986, v 3.929881, i 4, n 161
timestamp 1655590094.300152, v 3.931669, i 3, n 159
timestamp 1655590094.325100, v 3.925664, i 4, n 159
timestamp 1655590094.350133, v 3.943306, i 3, n 162
timestamp 1655590094.375278, v 3.959442, i 2, n 161
timestamp 1655590094.400282, v 3.953465, i 3, n 161
timestamp 1655590094.425413, v 3.947488, i 4, n 161
timestamp 1655590094.450484, v 3.957445, i 3, n 160
timestamp 1655590094.475497, v 3.982206, i 2, n 158
timestamp 1655590094.500672, v 3.975960, i 3, n 158
timestamp 1655590094.525738, v 3.963469, i 5, n 158
timestamp 1655590094.550709, v 3.981599, i 4, n 161
timestamp 1655590094.575915, v 3.990575, i 2, n 160
timestamp 1655590094.600915, v 3.984393, i 3, n 160
timestamp 1655590094.625982, v 3.972028, i 5, n 160
timestamp 1655590094.651044, v 3.983747, i 3, n 158
timestamp 1655590094.676164, v 3.998199, i 2, n 161
timestamp 1655590094.701180, v 3.992052, i 3, n 161
timestamp 1655590094.726273, v 4.003907, i 2, n 160
timestamp 1655590094.751324, v 3.997662, i 3, n 160
timestamp 1655590094.776444, v 4.014104, i 2, n 158
timestamp 1655590094.801537, v 4.007744, i 3, n 158
timestamp 1655590094.826630, v 4.016629, i 2, n 161
timestamp 1655590094.851761, v 4.010423, i 3, n 161
timestamp 1655590094.876944, v 4.004218, i 4, n 161
timestamp 1655590094.901994, v 4.005370, i 4, n 160
timestamp 1655590094.927120, v 4.019347, i 2, n 159
timestamp 1655590094.952225, v 4.012995, i 3, n 159
timestamp 1655590094.977376, v 4.026469, i 2, n 157
timestamp 1655590095.002502, v 4.020010, i 3, n 157
timestamp 1655590095.027649, v 4.028913, i 2, n 160
timestamp 1655590095.052615, v 4.016301, i 4, n 160
timestamp 1655590095.077764, v 4.031146, i 2, n 158
timestamp 1655590095.102856, v 4.018328, i 4, n 158
timestamp 1655590095.127872, v 4.035250, i 2, n 157
timestamp 1655590095.152986, v 4.028746, i 3, n 157
timestamp 1655590095.177999, v 4.034541, i 2, n 160
timestamp 1655590095.203053, v 4.021851, i 4, n 160
timestamp 1655590095.228059, v 4.015506, i 5, n 160
timestamp 1655590095.253121, v 4.028684, i 4, n 158
timestamp 1655590095.278224, v 4.044304, i 2, n 157
timestamp 1655590095.303333, v 4.031226, i 4, n 157
timestamp 1655590095.328339, v 4.057591, i 2, n 160
timestamp 1655590095.353497, v 4.044776, i 4, n 160
timestamp 1655590095.378446, v 4.038368, i 5, n 160
timestamp 1655590095.403487, v 4.039646, i 4, n 159
timestamp 1655590095.428493, v 4.041870, i 2, n 158
timestamp 1655590095.453543, v 4.028858, i 4, n 158
timestamp 1655590095.478574, v 4.022352, i 5, n 158
timestamp 1655590095.503742, v 4.031561, i 3, n 159
timestamp 1655590095.528855, v 4.043866, i 2, n 159
timestamp 1655590095.553912, v 4.037434, i 3, n 159
timestamp 1655590095.578876, v 4.034201, i 2, n 157
timestamp 1655590095.603982, v 4.027719, i 3, n 157
timestamp 1655590095.628932, v 4.021238, i 4, n 157
timestamp 1655590095.654004, v 4.030663, i 3, n 159
timestamp 1655590095.679174, v 4.039561, i 2, n 157
timestamp 1655590095.704289, v 4.033086, i 3, n 157
timestamp 1655590095.729364, v 4.047387, i 2, n 157
timestamp 1655590095.754407, v 4.040838, i 3, n 157
timestamp 1655590095.779418, v 4.053595, i 2, n 159
timestamp 1655590095.804489, v 4.040711, i 4, n 159
timestamp 1655590095.834526, v 4.038014, i 3, n 158
timestamp 1655590095.859559, v 4.031544, i 4, n 158
timestamp 1655590095.884630, v 4.036837, i 2, n 157
timestamp 1655590095.909574, v 4.023823, i 4, n 157
timestamp 1655590095.934656, v 4.027793, i 3, n 159
timestamp 1655590095.959630, v 4.021433, i 4, n 159
timestamp 1655590095.984645, v 4.033923, i 2, n 158
timestamp 1655590096.009653, v 4.025315, i 2, n 159
timestamp 1655590096.034657, v 4.018884, i 3, n 159
timestamp 1655590096.059681, v 4.012453, i 4, n 159
timestamp 1655590096.084711, v 4.011013, i 3, n 159
timestamp 1655590096.109895, v 4.026399, i 1, n 158
timestamp 1655590096.134898, v 4.020010, i 2, n 158
timestamp 1655590096.159933, v 4.013621, i 3, n 158
timestamp 1655590096.184962, v 4.016381, i 2, n 157
timestamp 1655590096.210155, v 4.003457, i 4, n 157
timestamp 1655590096.235253, v 4.023606, i 2, n 158
timestamp 1655590096.260306, v 4.010848, i 4, n 158
timestamp 1655590096.285378, v 4.008087, i 3, n 158
timestamp 1655590096.310389, v 4.001679, i 4, n 158
timestamp 1655590096.335373, v 4.009301, i 2, n 158
timestamp 1655590096.360409, v 4.002996, i 3, n 158
timestamp 1655590096.385494, v 4.010564, i 3, n 158
timestamp 1655590096.410505, v 4.004185, i 4, n 158
timestamp 1655590096.435623, v 4.007333, i 3, n 157
timestamp 1655590096.460661, v 4.155692, i 1, n 135
timestamp 1655590096.485854, v 4.154276, i 2, n 135
timestamp 1655590096.510830, v 4.152860, i 3, n 135
timestamp 1655590096.536087, v 4.258220, i 3, n 126
timestamp 1655590096.561035, v 4.303732, i 1, n 124
timestamp 1655590096.586200, v 4.307817, i 2, n 124
timestamp 1655590096.611265, v 4.311902, i 3, n 124
timestamp 1655590096.636505, v 4.335193, i 2, n 121
timestamp 1655590096.661465, v 4.345935, i 2, n 121
timestamp 1655590096.686563, v 4.351771, i 3, n 121
timestamp 1655590096.711622, v 4.357608, i 4, n 121
timestamp 1655590096.736738, v 4.362791, i 2, n 118
timestamp 1655590096.761733, v 4.375157, i 4, n 118
timestamp 1655590096.786833, v 4.361990, i 2, n 120
timestamp 1655590096.811870, v 4.359334, i 1, n 119
timestamp 1655590096.836853, v 4.365686, i 2, n 119
timestamp 1655590096.861808, v 4.372038, i 3, n 119
timestamp 1655590096.886903, v 4.381715, i 2, n 120
timestamp 1655590096.911946, v 4.387919, i 3, n 120
timestamp 1655590096.936930, v 4.399832, i 2, n 119
timestamp 1655590096.961975, v 4.412224, i 4, n 119
timestamp 1655590096.986989, v 4.424210, i 2, n 118
timestamp 1655590097.012050, v 4.436556, i 4, n 118
timestamp 1655590097.037142, v 4.436675, i 2, n 119
timestamp 1655590097.062175, v 4.442870, i 1, n 118
timestamp 1655590097.087156, v 4.448908, i 2, n 118
timestamp 1655590097.112302, v 4.446039, i 1, n 117
timestamp 1655590097.137321, v 4.452134, i 2, n 117
timestamp 1655590097.162258, v 4.458230, i 3, n 117
timestamp 1655590097.187288, v 4.450532, i 2, n 119
timestamp 1655590097.212297, v 4.462481, i 4, n 119
timestamp 1655590097.237325, v 4.459615, i 2, n 118
timestamp 1655590097.262353, v 4.471619, i 4, n 118
timestamp 1655590097.287341, v 4.474747, i 2, n 117
timestamp 1655590097.312373, v 4.486760, i 4, n 117
timestamp 1655590097.337600, v 4.472586, i 2, n 118
timestamp 1655590097.362579, v 4.505159, i 1, n 117
timestamp 1655590097.387618, v 4.510964, i 2, n 117
timestamp 1655590097.412610, v 4.504703, i 1, n 119
timestamp 1655590097.437668, v 4.516073, i 3, n 119
timestamp 1655590097.462685, v 4.519336, i 1, n 117
timestamp 1655590097.487728, v 4.525044, i 2, n 117
timestamp 1655590097.512848, v 4.535816, i 1, n 118
timestamp 1655590097.537937, v 4.541325, i 2, n 118
timestamp 1655590097.563017, v 4.552342, i 4, n 118
timestamp 1655590097.587977, v 4.544586, i 2, n 118
timestamp 1655590097.613004, v 4.550707, i 1, n 117
timestamp 1655590097.638004, v 4.556275, i 2, n 117
timestamp 1655590097.663030, v 4.557050, i 2, n 119
timestamp 1655590097.688135, v 4.562477, i 3, n 119
timestamp 1655590097.713197, v 4.573569, i 1, n 117
timestamp 1655590097.743160, v 4.584412, i 3, n 117
timestamp 1655590097.768181, v 4.582424, i 1, n 116
timestamp 1655590097.793186, v 4.593307, i 3, n 116
timestamp 1655590097.818206, v 4.584315, i 1, n 118
timestamp 1655590097.843300, v 4.589637, i 2, n 118
timestamp 1655590097.868285, v 4.603647, i 2, n 118
timestamp 1655590097.893264, v 4.608942, i 3, n 118
timestamp 1655590097.918310, v 4.610011, i 1, n 118
timestamp 1655590097.943329, v 4.620322, i 3, n 118
timestamp 1655590097.968492, v 4.621746, i 1, n 117
timestamp 1655590097.993488, v 4.632063, i 3, n 117
timestamp 1655590098.018527, v 4.637221, i 4, n 117
timestamp 1655590098.043554, v 4.639887, i 3, n 116
timestamp 1655590098.068639, v 4.647006, i 2, n 117
timestamp 1655590098.093618, v 4.652044, i 3, n 117
timestamp 1655590098.118778, v 4.666190, i 2, n 116
timestamp 1655590098.143781, v 4.671198, i 3, n 116
timestamp 1655590098.169013, v 4.681490, i 2, n 117
timestamp 1655590098.194022, v 4.686323, i 3, n 117
timestamp 1655590098.219077, v 4.691657, i 2, n 117
timestamp 1655590098.244108, v 4.696496, i 3, n 117
timestamp 1655590098.269113, v 4.697326, i 2, n 116
timestamp 1655590098.294237, v 4.702190, i 3, n 116
timestamp 1655590098.319295, v 4.706758, i 2, n 117
timestamp 1655590098.344285, v 4.711477, i 3, n 117
timestamp 1655590098.369331, v 4.711318, i 2, n 116
timestamp 1655590098.394481, v 4.716083, i 3, n 116
timestamp 1655590098.419545, v 4.736358, i 2, n 115
timestamp 1655590098.444534, v 4.741062, i 3, n 115
timestamp 1655590098.469557, v 4.753141, i 2, n 116
timestamp 1655590098.494643, v 4.757664, i 3, n 116
timestamp 1655590098.519764, v 4.752660, i 1, n 116
timestamp 1655590098.544780, v 4.757210, i 2, n 116
timestamp 1655590098.569848, v 4.760064, i 2, n 117
timestamp 1655590098.594827, v 4.764514, i 3, n 117
timestamp 1655590098.619889, v 4.776038, i 1, n 115
timestamp 1655590098.644882, v 4.784884, i 3, n 115
timestamp 1655590098.669894, v 4.787556, i 1, n 115
timestamp 1655590098.694918, v 4.796391, i 3, n 115
timestamp 1655590098.719974, v 4.747028, i 2, n 118
timestamp 1655590098.744936, v 4.749039, i 3, n 118
timestamp 1655590098.769986, v 4.709695, i 2, n 120
timestamp 1655590098.799957, v 4.709768, i 3, n 120
timestamp 1655590098.825039, v 4.682395, i 2, n 124
timestamp 1655590098.850237, v 4.680840, i 3, n 124
timestamp 1655590098.875338, v 4.677728, i 5, n 124
timestamp 1655590098.900315, v 4.647951, i 3, n 125
timestamp 1655590098.925365, v 4.636250, i 2, n 130
timestamp 1655590098.950400, v 4.632244, i 3, n 130
timestamp 1655590098.975387, v 4.607266, i 2, n 131
timestamp 1655590099.000417, v 4.602310, i 3, n 131
timestamp 1655590099.025636, v 4.603720, i 2, n 136
timestamp 1655590099.050708, v 4.592385, i 4, n 136
timestamp 1655590099.075868, v 4.592331, i 2, n 137
timestamp 1655590099.100821, v 4.585896, i 3, n 137
timestamp 1655590099.125968, v 4.580940, i 2, n 138
timestamp 1655590099.150943, v 4.573836, i 3, n 138
timestamp 1655590099.175952, v 4.559628, i 5, n 138
timestamp 1655590099.200933, v 4.551598, i 3, n 140
timestamp 1655590099.225910, v 4.548901, i 2, n 142
timestamp 1655590099.250962, v 4.541043, i 3, n 142
timestamp 1655590099.276172, v 4.555468, i 2, n 146
timestamp 1655590099.301178, v 4.547359, i 3, n 146
timestamp 1655590099.326203, v 4.531140, i 5, n 146
timestamp 1655590099.351180, v 4.518635, i 3, n 145
timestamp 1655590099.376344, v 4.524656, i 2, n 147
timestamp 1655590099.401424, v 4.515899, i 3, n 147
timestamp 1655590099.426509, v 4.519129, i 2, n 150
timestamp 1655590099.451509, v 4.510353, i 3, n 150
timestamp 1655590099.476670, v 4.491166, i 2, n 151
timestamp 1655590099.501806, v 4.482219, i 3, n 151
timestamp 1655590099.526988, v 4.500984, i 2, n 154
timestamp 1655590099.552002, v 4.483076, i 4, n 154
timestamp 1655590099.577069, v 4.490184, i 2, n 154
timestamp 1655590099.602105, v 4.481015, i 3, n 154
timestamp 1655590099.627186, v 4.467653, i 2, n 154
timestamp 1655590099.652310, v 4.449006, i 4, n 154
timestamp 1655590099.677381, v 4.464700, i 2, n 157
timestamp 1655590099.702420, v 4.455452, i 3, n 157
timestamp 1655590099.727554, v 4.456695, i 2, n 156
timestamp 1655590099.752573, v 4.447274, i 3, n 156
timestamp 1655590099.777574, v 4.454127, i 2, n 161
timestamp 1655590099.802690, v 4.435589, i 4, n 161
timestamp 1655590099.827688, v 4.449630, i 2, n 160
timestamp 1655590099.852752, v 4.440195, i 3, n 160
timestamp 1655590099.877853, v 4.442165, i 2, n 159
timestamp 1655590099.902834, v 4.422988, i 4, n 159
timestamp 1655590099.927998, v 4.445295, i 2, n 162
timestamp 1655590099.953032, v 4.435823, i 3, n 162
timestamp 1655590099.978070, v 4.428855, i 2, n 161
timestamp 1655590100.003061, v 4.419268, i 3, n 161
timestamp 1655590100.028175, v 4.418085, i 3, n 161
timestamp 1655590100.053216, v 4.408336, i 4, n 161
timestamp 1655590100.078381, v 4.417901, i 2, n 162
timestamp 1655590100.103359, v 4.408325, i 3, n 162
timestamp 1655590100.128390, v 4.428601, i 2, n 163
timestamp 1655590100.153393, v 4.409160, i 4, n 163
timestamp 1655590100.178432, v 4.437054, i 2, n 162
timestamp 1655590100.203500, v 4.427152, i 3, n 162
timestamp 1655590100.228473, v 4.451625, i 2, n 163
timestamp 1655590100.253612, v 4.432037, i 4, n 163
timestamp 1655590100.278704, v 4.413490, i 2, n 163
timestamp 1655590100.303764, v 4.403704, i 3, n 163
timestamp 1655590100.328780, v 4.394928, i 2, n 166
timestamp 1655590100.353815, v 4.385365, i 3, n 166
timestamp 1655590100.378847, v 4.398161, i 2, n 165
timestamp 1655590100.403930, v 4.388487, i 3, n 165
timestamp 1655590100.428946, v 4.395604, i 3, n 164
timestamp 1655590100.453950, v 4.385767, i 4, n 164
timestamp 1655590100.483926, v 4.393250, i 2, n 166
timestamp 1655590100.513869, v 4.374004, i 4, n 166
timestamp 1655590100.538935, v 4.375324, i 3, n 166
timestamp 1655590100.564052, v 4.365656, i 4, n 166
timestamp 1655590100.589058, v 4.360103, i 3, n 168
timestamp 1655590100.614094, v 4.350646, i 4, n 168
timestamp 1655590100.639125, v 4.359184, i 2, n 167
timestamp 1655590100.664155, v 4.340124, i 4, n 167
timestamp 1655590100.689236, v 4.353210, i 3, n 167
timestamp 1655590100.714365, v 4.343586, i 4, n 167
timestamp 1655590100.739411, v 4.346904, i 3, n 169
timestamp 1655590100.764440, v 4.348091, i 1, n 167
timestamp 1655590100.789469, v 4.329148, i 3, n 167
timestamp 1655590100.814472, v 4.319677, i 4, n 167
timestamp 1655590100.839521, v 4.326252, i 2, n 166
timestamp 1655590100.864643, v 4.307103, i 4, n 166
timestamp 1655590100.914652, v 4.308243, i 4, n 167
timestamp 1655590100.939637, v 4.325272, i 2, n 167
timestamp 1655590100.964716, v 4.306172, i 4, n 167
timestamp 1655590100.989797, v 4.317194, i 3, n 168
timestamp 1655590101.014969, v 4.307831, i 4, n 168
timestamp 1655590101.040013, v 4.322047, i 3, n 167
timestamp 1655590101.065178, v 4.312560, i 4, n 167
timestamp 1655590101.090202, v 4.298497, i 2, n 167
timestamp 1655590101.115233, v 4.279508, i 4, n 167
timestamp 1655590101.140184, v 4.300938, i 2, n 169
timestamp 1655590101.165283, v 4.282243, i 4, n 169
timestamp 1655590101.190281, v 4.276285, i 3, n 169
timestamp 1655590101.215278, v 4.266951, i 4, n 169
timestamp 1655590101.240393, v 4.271846, i 3, n 171
timestamp 1655590101.270358, v 4.277890, i 2, n 170
timestamp 1655590101.295449, v 4.268640, i 3, n 170
timestamp 1655590101.320583, v 4.270327, i 2, n 168
timestamp 1655590101.345613, v 4.260982, i 3, n 168
timestamp 1655590101.370610, v 4.251637, i 4, n 168
timestamp 1655590101.395646, v 4.249062, i 3, n 170
timestamp 1655590101.420749, v 4.239916, i 4, n 170
timestamp 1655590101.445736, v 4.238618, i 3, n 169
timestamp 1655590101.470768, v 4.229399, i 4, n 169
timestamp 1655590101.495861, v 4.215406, i 3, n 171
timestamp 1655590101.520865, v 4.206479, i 4, n 171
timestamp 1655590101.546010, v 4.197551, i 5, n 171
timestamp 1655590101.571173, v 4.179697, i 7, n 171
timestamp 1655590101.596204, v 4.130825, i 6, n 169
timestamp 1655590101.621302, v 4.121998, i 7, n 169
timestamp 1655590101.646395, v 4.091873, i 6, n 169
timestamp 1655590101.671309, v 4.182484, i 4, n 147
timestamp 1655590101.696420, v 4.182792, i 4, n 148
timestamp 1655590101.721422, v 4.291164, i 2, n 132
timestamp 1655590101.746461, v 4.290001, i 3, n 132
timestamp 1655590101.771461, v 4.390099, i 2, n 124
timestamp 1655590101.796595, v 4.392106, i 3, n 124
timestamp 1655590101.821764, v 4.437554, i 2, n 120
timestamp 1655590101.846817, v 4.441442, i 3, n 120
timestamp 1655590101.871945, v 4.476152, i 2, n 120
timestamp 1655590101.896964, v 4.480852, i 3, n 120
timestamp 1655590101.922060, v 4.480458, i 2, n 119
timestamp 1655590101.947035, v 4.485750, i 3, n 119
timestamp 1655590101.972120, v 4.485698, i 2, n 118
timestamp 1655590101.997113, v 4.491308, i 3, n 118
timestamp 1655590102.022287, v 4.486863, i 2, n 120
timestamp 1655590102.047366, v 4.498090, i 4, n 120
timestamp 1655590102.072381, v 4.495500, i 2, n 118
timestamp 1655590102.097484, v 4.501226, i 3, n 118
timestamp 1655590102.122578, v 4.453540, i 2, n 118
timestamp 1655590102.147622, v 4.459565, i 3, n 118
timestamp 1655590102.172692, v 4.412311, i 2, n 119
timestamp 1655590102.197708, v 4.418414, i 3, n 119
timestamp 1655590102.222797, v 4.363910, i 2, n 119
timestamp 1655590102.247974, v 4.370320, i 3, n 119
timestamp 1655590102.273030, v 4.333055, i 2, n 119
timestamp 1655590102.298163, v 4.339681, i 3, n 119
timestamp 1655590102.323246, v 4.323916, i 2, n 120
timestamp 1655590102.348311, v 4.330450, i 3, n 120
timestamp 1655590102.373396, v 4.333092, i 2, n 119
timestamp 1655590102.398465, v 4.339657, i 3, n 119
timestamp 1655590102.423665, v 4.341142, i 2, n 118
timestamp 1655590102.448768, v 4.347759, i 3, n 118
timestamp 1655590102.473877, v 4.372139, i 2, n 119
timestamp 1655590102.498974, v 4.378483, i 3, n 119
timestamp 1655590102.524089, v 4.400834, i 2, n 118
timestamp 1655590102.549094, v 4.407129, i 3, n 118
timestamp 1655590102.574190, v 4.378471, i 2, n 120
timestamp 1655590102.599320, v 4.384741, i 3, n 120
timestamp 1655590102.624376, v 4.330881, i 2, n 119
timestamp 1655590102.649477, v 4.337426, i 3, n 119
timestamp 1655590102.674637, v 4.334221, i 2, n 119
timestamp 1655590102.699693, v 4.340828, i 3, n 119
timestamp 1655590102.724682, v 4.358030, i 2, n 120
timestamp 1655590102.749749, v 4.364407, i 3, n 120
timestamp 1655590102.774762, v 4.376300, i 2, n 119
timestamp 1655590102.799769, v 4.382675, i 3, n 119
timestamp 1655590102.824920, v 4.400461, i 2, n 118
timestamp 1655590102.850045, v 4.406804, i 3, n 118
timestamp 1655590102.875130, v 4.473084, i 2, n 118
timestamp 1655590102.900090, v 4.478967, i 3, n 118
timestamp 1655590102.925325, v 4.483736, i 2, n 118
timestamp 1655590102.950337, v 4.489644, i 3, n 118
timestamp 1655590102.975390, v 4.465731, i 2, n 119
timestamp 1655590103.000354, v 4.471589, i 3, n 119
timestamp 1655590103.025426, v 4.443726, i 2, n 119
timestamp 1655590103.050413, v 4.449757, i 3, n 119
timestamp 1655590103.075493, v 4.423138, i 2, n 118
timestamp 1655590103.100579, v 4.429333, i 3, n 118
timestamp 1655590103.125536, v 4.394533, i 2, n 120
timestamp 1655590103.150628, v 4.400718, i 3, n 120
timestamp 1655590103.175752, v 4.397919, i 2, n 119
timestamp 1655590103.200791, v 4.404168, i 3, n 119
timestamp 1655590103.225815, v 4.386289, i 2, n 118
timestamp 1655590103.250844, v 4.392663, i 3, n 118
timestamp 1655590103.276004, v 4.381280, i 2, n 120
timestamp 1655590103.301040, v 4.387530, i 3, n 120
timestamp 1655590103.326251, v 4.397948, i 2, n 119
timestamp 1655590103.351179, v 4.404198, i 3, n 119
timestamp 1655590103.376356, v 4.408668, i 2, n 118
timestamp 1655590103.401400, v 4.414944, i 3, n 118
timestamp 1655590103.426433, v 4.408600, i 2, n 119
timestamp 1655590103.451450, v 4.414751, i 3, n 119
timestamp 1655590103.476439, v 4.432590, i 2, n 118
timestamp 1655590103.501443, v 4.438703, i 3, n 118
timestamp 1655590103.526567, v 4.479544, i 2, n 119
timestamp 1655590103.551584, v 4.485296, i 3, n 119
timestamp 1655590103.576677, v 4.519572, i 2, n 118
timestamp 1655590103.601673, v 4.525201, i 3, n 118
timestamp 1655590103.626904, v 4.535842, i 2, n 118
timestamp 1655590103.651847, v 4.547070, i 4, n 118
timestamp 1655590103.676948, v 4.591745, i 2, n 119
timestamp 1655590103.701923, v 4.596959, i 3, n 119
timestamp 1655590103.731941, v 4.664113, i 2, n 117
timestamp 1655590103.756957, v 4.706296, i 1, n 116
timestamp 1655590103.781991, v 4.711051, i 2, n 116
timestamp 1655590103.806961, v 4.724275, i 1, n 118
timestamp 1655590103.832021, v 4.728823, i 2, n 118
timestamp 1655590103.857022, v 4.733372, i 3, n 118
timestamp 1655590103.882215, v 4.608046, i 2, n 118
timestamp 1655590103.907075, v 4.540440, i 1, n 118
timestamp 1655590103.932190, v 4.545998, i 2, n 118
timestamp 1655590103.957171, v 4.557114, i 4, n 118
timestamp 1655590103.982225, v 4.557326, i 2, n 119
timestamp 1655590104.007304, v 4.594910, i 2, n 119
timestamp 1655590104.032408, v 4.600126, i 3, n 119
timestamp 1655590104.057366, v 4.617170, i 1, n 117
timestamp 1655590104.082481, v 4.622344, i 2, n 117
timestamp 1655590104.107483, v 4.632693, i 4, n 117
timestamp 1655590104.132559, v 4.630003, i 2, n 116
timestamp 1655590104.157604, v 4.623545, i 2, n 119
timestamp 1655590104.182642, v 4.628644, i 3, n 119
timestamp 1655590104.207768, v 4.633743, i 4, n 119
timestamp 1655590104.232752, v 4.634280, i 2, n 117
timestamp 1655590104.257727, v 4.619988, i 1, n 119
timestamp 1655590104.282854, v 4.625014, i 2, n 119
timestamp 1655590104.307940, v 4.624339, i 1, n 118
timestamp 1655590104.332922, v 4.629404, i 2, n 118
timestamp 1655590104.357944, v 4.631945, i 2, n 118
timestamp 1655590104.382911, v 4.637046, i 3, n 118
timestamp 1655590104.407961, v 4.656929, i 1, n 116
timestamp 1655590104.432964, v 4.661965, i 2, n 116
timestamp 1655590104.458037, v 4.668558, i 1, n 118
timestamp 1655590104.483058, v 4.673401, i 2, n 118
timestamp 1655590104.508169, v 4.683151, i 1, n 117
timestamp 1655590104.533188, v 4.687978, i 2, n 117
timestamp 1655590104.558299, v 4.683060, i 1, n 116
timestamp 1655590104.583326, v 4.687947, i 2, n 116
timestamp 1655590104.608434, v 4.671356, i 1, n 118
timestamp 1655590104.633409, v 4.676177, i 2, n 118
timestamp 1655590104.658427, v 4.677103, i 1, n 117
timestamp 1655590104.683403, v 4.681953, i 2, n 117
timestamp 1655590104.708505, v 4.690374, i 1, n 116
timestamp 1655590104.733590, v 4.695221, i 2, n 116
timestamp 1655590104.758626, v 4.708193, i 1, n 118
timestamp 1655590104.783703, v 4.717464, i 3, n 118
timestamp 1655590104.808823, v 4.713983, i 1, n 117
timestamp 1655590104.833981, v 4.718648, i 2, n 117
timestamp 1655590104.859107, v 4.735695, i 1, n 116
timestamp 1655590104.884287, v 4.740298, i 2, n 116
timestamp 1655590104.914254, v 4.752430, i 1, n 117
timestamp 1655590104.939408, v 4.761255, i 3, n 117
timestamp 1655590104.969349, v 4.758077, i 2, n 117
timestamp 1655590104.994354, v 4.762536, i 3, n 117
timestamp 1655590105.019424, v 4.756318, i 2, n 116
timestamp 1655590105.044389, v 4.760835, i 3, n 116
timestamp 1655590105.069437, v 4.762552, i 2, n 117
timestamp 1655590105.094448, v 4.766930, i 3, n 117
timestamp 1655590105.119521, v 4.771256, i 2, n 117
timestamp 1655590105.144565, v 4.775647, i 3, n 117
timestamp 1655590105.169560, v 4.784358, i 2, n 116
timestamp 1655590105.194618, v 4.788740, i 3, n 116
timestamp 1655590105.219736, v 4.790382, i 2, n 117
timestamp 1655590105.244792, v 4.794617, i 3, n 117
timestamp 1655590105.269762, v 4.798952, i 2, n 116
timestamp 1655590105.294814, v 4.803196, i 3, n 116
timestamp 1655590105.319951, v 4.801836, i 2, n 116
timestamp 1655590105.345068, v 4.806124, i 3, n 116
timestamp 1655590105.370281, v 4.810833, i 2, n 117
timestamp 1655590105.395327, v 4.814961, i 3, n 117
timestamp 1655590105.420409, v 4.820996, i 2, n 116
timestamp 1655590105.445522, v 4.825130, i 3, n 116
timestamp 1655590105.470569, v 4.826714, i 2, n 115
timestamp 1655590105.495745, v 4.830874, i 3, n 115
timestamp 1655590105.520822, v 4.840395, i 2, n 117
timestamp 1655590105.545789, v 4.844383, i 3, n 117
timestamp 1655590105.570788, v 4.866350, i 2, n 116
timestamp 1655590105.595829, v 4.870249, i 3, n 116
timestamp 1655590105.620920, v 4.883378, i 2, n 115
timestamp 1655590105.645984, v 4.887229, i 3, n 115
timestamp 1655590105.671031, v 4.891475, i 2, n 116
timestamp 1655590105.696017, v 4.895193, i 3, n 116
timestamp 1655590105.721158, v 4.889690, i 2, n 116
timestamp 1655590105.746049, v 4.893465, i 3, n 116
timestamp 1655590105.771137, v 4.895379, i 2, n 115
timestamp 1655590105.796134, v 4.899180, i 3, n 115
timestamp 1655590105.821283, v 4.901619, i 2, n 117
timestamp 1655590105.846184, v 4.905280, i 3, n 117
timestamp 1655590105.871301, v 4.911677, i 2, n 116
timestamp 1655590105.896281, v 4.915340, i 3, n 116
timestamp 1655590105.921618, v 4.909979, i 2, n 115
timestamp 1655590105.946525, v 4.913703, i 3, n 115
timestamp 1655590105.971736, v 4.916345, i 2, n 116
timestamp 1655590105.996664, v 4.919934, i 3, n 116
timestamp 1655590106.021890, v 4.917479, i 2, n 116
timestamp 1655590106.046741, v 4.921111, i 3, n 116
timestamp 1655590106.072077, v 4.936225, i 2, n 115
timestamp 1655590106.096942, v 4.939810, i 3, n 115
timestamp 1655590106.122167, v 4.939880, i 2, n 116
timestamp 1655590106.147058, v 4.943353, i 3, n 116
timestamp 1655590106.172344, v 4.962864, i 3, n 116
timestamp 1655590106.197262, v 4.966262, i 4, n 116
timestamp 1655590106.222564, v 4.990099, i 2, n 114
timestamp 1655590106.247516, v 4.993394, i 3, n 114
timestamp 1655590106.272692, v 5.009610, i 2, n 116
timestamp 1655590106.297574, v 5.012701, i 3, n 116
timestamp 1655590106.322774, v 5.023953, i 2, n 115
timestamp 1655590106.347601, v 5.027020, i 3, n 115
timestamp 1655590106.372808, v 5.021978, i 2, n 114
timestamp 1655590106.397775, v 5.025095, i 3, n 114
timestamp 1655590106.422948, v 5.024413, i 2, n 115
timestamp 1655590106.447839, v 5.027435, i 3, n 115
timestamp 1655590106.472888, v 5.031277, i 2, n 115
timestamp 1655590106.497866, v 5.034306, i 3, n 115
timestamp 1655590106.522888, v 5.036450, i 2, n 114
timestamp 1655590106.547944, v 5.039486, i 3, n 114
timestamp 1655590106.573127, v 5.038525, i 2, n 115
