# CARMEN Logfile
# file format is one message per line
# message_name [message contents] ipc_timestamp ipc_hostname logger_timestamp
# message formats defined: PARAM SYNC ODOM RAWLASER1 RAWLASER2 RAWLASER3 RAWLASER4 ROBOTLASER1 ROBOTLASER2 FLASER RLASER LASER3 LASER4
# PARAM param_name param_value
# COMMENT text 
# SYNC tagname
# ODOM x y theta tv rv accel
# TRUEPOS true_x true_y true_theta odom_x odom_y odom_theta
# RAWLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER3 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER4 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# POSITIONLASER laserid x y z phi(roll) theta(pitch) psi(yaw) 
# ROBOTLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# ROBOTLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# NMEAGGA gpsnr utc latitude_dm lat_orient longitude_dm long_orient gps_quality num_satellites hdop sea_level alititude geo_sea_level geo_sep data_age
# NMEARMC gpsnr validity utc latitude_dm lat_orient longitude_dm long_orient speed course variation var_dir date
# SONAR cone_angle num_sonars [sonar_reading] [sonar_offsets x y theta]
# BUMPER num_bumpers [bumper_reading] [bumper_offsets x y]
# SCANMARK start_stop_indicator laserID 
# IMU accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_EULER accelerationX accelerationY accelerationZ pitch roll yaw magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_QUAT accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MATRIX accelerationX accelerationY accelerationZ matrix_0-0 matrix_0-1 matrix_0-2 matrix_1-0 matrix_1-1 matrix_1-2 matrix_2-0 matrix_2-1 matrix_2-2s magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MTIG quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 accelerationX accelerationY accelerationZ gyroX gyroY gyroZ magneticfieldX magneticfieldY magneticfieldZ velocityX velocityY velocityZ latitude longitude height gps_fix xkf_valid sensor_ID
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# FOLLOWTRAJECTORY x y theta tv rv num readings [trajectory points: x y theta tv rv]
# BASEVELOCITY tv rv 
# 
# OLD LOG MESSAGES: 
# (old) # FLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # RLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # LASER3 num_readings [range_readings]
# (old) # LASER4 num_readings [range_readings]
# (old) # REMISSIONFLASER num_readings [range_readings remission_value]
# (old) # REMISSIONRLASER num_readings [range_readings remission_value]
# (old) # REMISSIONLASER3 num_readings [range_readings remission_value]
# (old) # REMISSIONLASER4 num_readings [range_readings remission_value]
# robot: default
PARAM mapper_velodyne_range_max 70.0 1588794003.471884 lcad-G7-7588 1588794003.471884
PARAM mapper_velodyne_range_max_factor 1.0 1588794003.471885 lcad-G7-7588 1588794003.471885
PARAM mapper_create_map_sum_and_count off 1588794003.471887 lcad-G7-7588 1588794003.471887
PARAM mapper_use_remission on 1588794003.471889 lcad-G7-7588 1588794003.471889
PARAM mapper_laser_ldmrs on 1588794003.471890 lcad-G7-7588 1588794003.471890
PARAM mapper_use_remission_threshold on 1588794003.471892 lcad-G7-7588 1588794003.471892
PARAM mapper_mapping_mode_off_update_and_merge_with_snapshot_map off 1588794003.471894 lcad-G7-7588 1588794003.471894
PARAM mapper_mapping_mode_off_global_map off 1588794003.471897 lcad-G7-7588 1588794003.471897
PARAM mapper_mapping_mode_off_merge_with_offline_map off 1588794003.471899 lcad-G7-7588 1588794003.471899
PARAM mapper_mapping_mode_off_decay_to_offline_map on 1588794003.471902 lcad-G7-7588 1588794003.471902
PARAM mapper_mapping_mode_off_update_and_merge_with_mapper_saved_maps off 1588794003.471906 lcad-G7-7588 1588794003.471905
PARAM mapper_mapping_mode_off_build_snapshot_map off 1588794003.471909 lcad-G7-7588 1588794003.471909
PARAM mapper_mapping_mode_off_velodyne_range_max 70.0 1588794003.471912 lcad-G7-7588 1588794003.471912
PARAM mapper_mapping_mode_off_velodyne_range_max_factor 1.0 1588794003.471915 lcad-G7-7588 1588794003.471915
PARAM mapper_mapping_mode_off_create_map_sum_and_count off 1588794003.471919 lcad-G7-7588 1588794003.471919
PARAM mapper_mapping_mode_off_use_remission on 1588794003.471922 lcad-G7-7588 1588794003.471922
PARAM mapper_mapping_mode_off_laser_ldmrs on 1588794003.471924 lcad-G7-7588 1588794003.471924
PARAM mapper_mapping_mode_on_update_and_merge_with_snapshot_map off 1588794003.471928 lcad-G7-7588 1588794003.471928
PARAM mapper_mapping_mode_on_global_map off 1588794003.471931 lcad-G7-7588 1588794003.471931
PARAM mapper_mapping_mode_on_merge_with_offline_map off 1588794003.471933 lcad-G7-7588 1588794003.471933
PARAM mapper_mapping_mode_on_decay_to_offline_map off 1588794003.471936 lcad-G7-7588 1588794003.471936
PARAM mapper_mapping_mode_on_update_and_merge_with_mapper_saved_maps on 1588794003.471940 lcad-G7-7588 1588794003.471940
PARAM mapper_mapping_mode_on_build_snapshot_map off 1588794003.471943 lcad-G7-7588 1588794003.471943
PARAM mapper_mapping_mode_on_velodyne_range_max 70.0 1588794003.471946 lcad-G7-7588 1588794003.471946
PARAM mapper_mapping_mode_on_velodyne_range_max_factor 4.0 1588794003.471949 lcad-G7-7588 1588794003.471949
PARAM mapper_mapping_mode_on_create_map_sum_and_count off 1588794003.471953 lcad-G7-7588 1588794003.471953
PARAM mapper_mapping_mode_on_use_remission on 1588794003.471956 lcad-G7-7588 1588794003.471956
PARAM mapper_mapping_mode_on_laser_ldmrs off 1588794003.471958 lcad-G7-7588 1588794003.471958
PARAM mapper_stereo_mapping off 1588794003.471959 lcad-G7-7588 1588794003.471959
PARAM mapper_stereo_mapping_locc -1.0 1588794003.471961 lcad-G7-7588 1588794003.471961
PARAM mapper_stereo_mapping_lfree -5.0 1588794003.471963 lcad-G7-7588 1588794003.471963
PARAM mapper_velodyne on 1588794003.471964 lcad-G7-7588 1588794003.471964
PARAM mapper_velodyne_locc 5.7 1588794003.471966 lcad-G7-7588 1588794003.471966
PARAM mapper_velodyne_lfree -0.6 1588794003.471968 lcad-G7-7588 1588794003.471968
PARAM mapper_velodyne_l0 0.0 1588794003.471969 lcad-G7-7588 1588794003.471969
PARAM mapper_velodyne_unexpeted_delta_range_sigma 0.45 1588794003.471971 lcad-G7-7588 1588794003.471971
PARAM mapper_laser_ldmrs_locc 7.3 1588794003.471974 lcad-G7-7588 1588794003.471974
PARAM mapper_laser_ldmrs_lfree -0.6 1588794003.471976 lcad-G7-7588 1588794003.471976
PARAM mapper_laser_ldmrs_l0 0.0 1588794003.471977 lcad-G7-7588 1588794003.471977
PARAM mapper_laser_ldmrs_unexpeted_delta_range_sigma 0.45 1588794003.471979 lcad-G7-7588 1588794003.471979
PARAM mapper_stereo_velodyne2 off 1588794003.471982 lcad-G7-7588 1588794003.471982
PARAM mapper_stereo_velodyne2_locc 5.0 1588794003.471984 lcad-G7-7588 1588794003.471984
PARAM mapper_stereo_velodyne2_lfree -5.0 1588794003.471986 lcad-G7-7588 1588794003.471986
PARAM mapper_stereo_velodyne2_l0 0.0 1588794003.471987 lcad-G7-7588 1588794003.471987
PARAM mapper_stereo_velodyne2_unexpeted_delta_range_sigma 6.0 1588794003.471989 lcad-G7-7588 1588794003.471989
PARAM mapper_stereo_velodyne3 off 1588794003.471993 lcad-G7-7588 1588794003.471992
PARAM mapper_stereo_velodyne3_locc 2.0 1588794003.471994 lcad-G7-7588 1588794003.471994
PARAM mapper_stereo_velodyne3_lfree -10.0 1588794003.471996 lcad-G7-7588 1588794003.471996
PARAM mapper_stereo_velodyne3_l0 -1.3 1588794003.471998 lcad-G7-7588 1588794003.471998
PARAM mapper_stereo_velodyne3_unexpeted_delta_range_sigma 0.2 1588794003.471999 lcad-G7-7588 1588794003.471999
PARAM mapper_stereo_velodyne4 off 1588794003.472003 lcad-G7-7588 1588794003.472003
PARAM mapper_stereo_velodyne4_locc 5.0 1588794003.472004 lcad-G7-7588 1588794003.472004
PARAM mapper_stereo_velodyne4_lfree -5.0 1588794003.472006 lcad-G7-7588 1588794003.472006
PARAM mapper_stereo_velodyne4_l0 0.0 1588794003.472007 lcad-G7-7588 1588794003.472007
PARAM mapper_stereo_velodyne4_unexpeted_delta_range_sigma 6.0 1588794003.472009 lcad-G7-7588 1588794003.472009
PARAM mapper_stereo_velodyne5 off 1588794003.472012 lcad-G7-7588 1588794003.472012
PARAM mapper_stereo_velodyne5_locc 5.0 1588794003.472014 lcad-G7-7588 1588794003.472013
PARAM mapper_stereo_velodyne5_lfree -5.0 1588794003.472015 lcad-G7-7588 1588794003.472015
PARAM mapper_stereo_velodyne5_l0 0.0 1588794003.472017 lcad-G7-7588 1588794003.472017
PARAM mapper_stereo_velodyne5_unexpeted_delta_range_sigma 6.0 1588794003.472018 lcad-G7-7588 1588794003.472018
PARAM mapper_stereo_velodyne6 off 1588794003.472021 lcad-G7-7588 1588794003.472021
PARAM mapper_stereo_velodyne6_locc 5.0 1588794003.472025 lcad-G7-7588 1588794003.472025
PARAM mapper_stereo_velodyne6_lfree -5.0 1588794003.472027 lcad-G7-7588 1588794003.472027
PARAM mapper_stereo_velodyne6_l0 0.0 1588794003.472028 lcad-G7-7588 1588794003.472028
PARAM mapper_stereo_velodyne6_unexpeted_delta_range_sigma 6.0 1588794003.472030 lcad-G7-7588 1588794003.472030
PARAM mapper_stereo_velodyne7 off 1588794003.472033 lcad-G7-7588 1588794003.472033
PARAM mapper_stereo_velodyne7_locc 5.0 1588794003.472035 lcad-G7-7588 1588794003.472035
PARAM mapper_stereo_velodyne7_lfree -5.0 1588794003.472037 lcad-G7-7588 1588794003.472037
PARAM mapper_stereo_velodyne7_l0 0.0 1588794003.472038 lcad-G7-7588 1588794003.472038
PARAM mapper_stereo_velodyne7_unexpeted_delta_range_sigma 6.0 1588794003.472040 lcad-G7-7588 1588794003.472040
PARAM mapper_stereo_velodyne8 off 1588794003.472043 lcad-G7-7588 1588794003.472043
PARAM mapper_stereo_velodyne8_locc 5.0 1588794003.472045 lcad-G7-7588 1588794003.472044
PARAM mapper_stereo_velodyne8_lfree -5.0 1588794003.472046 lcad-G7-7588 1588794003.472046
PARAM mapper_stereo_velodyne8_l0 0.0 1588794003.472048 lcad-G7-7588 1588794003.472048
PARAM mapper_stereo_velodyne8_unexpeted_delta_range_sigma 6.0 1588794003.472049 lcad-G7-7588 1588794003.472049
PARAM mapper_stereo_velodyne9 off 1588794003.472053 lcad-G7-7588 1588794003.472052
PARAM mapper_stereo_velodyne9_locc 5.0 1588794003.472054 lcad-G7-7588 1588794003.472054
PARAM mapper_stereo_velodyne9_lfree -5.0 1588794003.472056 lcad-G7-7588 1588794003.472056
PARAM mapper_stereo_velodyne9_l0 0.0 1588794003.472057 lcad-G7-7588 1588794003.472057
PARAM mapper_stereo_velodyne9_unexpeted_delta_range_sigma 6.0 1588794003.472059 lcad-G7-7588 1588794003.472059
PARAM mapper_lidar0 off 1588794003.472062 lcad-G7-7588 1588794003.472062
PARAM mapper_lidar0_locc 5.0 1588794003.472064 lcad-G7-7588 1588794003.472064
PARAM mapper_lidar0_lfree -5.0 1588794003.472065 lcad-G7-7588 1588794003.472065
PARAM mapper_lidar0_l0 0.0 1588794003.472067 lcad-G7-7588 1588794003.472067
PARAM mapper_lidar0_unexpeted_delta_range_sigma 6.0 1588794003.472069 lcad-G7-7588 1588794003.472069
PARAM mapper_lidar1 off 1588794003.472072 lcad-G7-7588 1588794003.472072
PARAM mapper_lidar1_locc 5.0 1588794003.472073 lcad-G7-7588 1588794003.472073
PARAM mapper_lidar1_lfree -5.0 1588794003.472075 lcad-G7-7588 1588794003.472075
PARAM mapper_lidar1_l0 0.0 1588794003.472077 lcad-G7-7588 1588794003.472076
PARAM mapper_lidar1_unexpeted_delta_range_sigma 6.0 1588794003.472078 lcad-G7-7588 1588794003.472078
PARAM mapper_lidar2 off 1588794003.472081 lcad-G7-7588 1588794003.472081
PARAM mapper_lidar2_locc 5.7 1588794003.472083 lcad-G7-7588 1588794003.472083
PARAM mapper_lidar2_lfree -0.6 1588794003.472084 lcad-G7-7588 1588794003.472084
PARAM mapper_lidar2_l0 0.0 1588794003.472086 lcad-G7-7588 1588794003.472086
PARAM mapper_lidar2_unexpeted_delta_range_sigma 0.45 1588794003.472087 lcad-G7-7588 1588794003.472087
PARAM mapper_lidar3 off 1588794003.472091 lcad-G7-7588 1588794003.472091
PARAM mapper_lidar3_locc 2.0 1588794003.472092 lcad-G7-7588 1588794003.472092
PARAM mapper_lidar3_lfree -10.0 1588794003.472094 lcad-G7-7588 1588794003.472094
PARAM mapper_lidar3_l0 -1.3 1588794003.472095 lcad-G7-7588 1588794003.472095
PARAM mapper_lidar3_unexpeted_delta_range_sigma 0.2 1588794003.472097 lcad-G7-7588 1588794003.472097
PARAM mapper_lidar4 off 1588794003.472100 lcad-G7-7588 1588794003.472100
PARAM mapper_lidar4_locc 5.0 1588794003.472102 lcad-G7-7588 1588794003.472102
PARAM mapper_lidar4_lfree -5.0 1588794003.472103 lcad-G7-7588 1588794003.472103
PARAM mapper_lidar4_l0 0.0 1588794003.472105 lcad-G7-7588 1588794003.472105
PARAM mapper_lidar4_unexpeted_delta_range_sigma 6.0 1588794003.472106 lcad-G7-7588 1588794003.472106
PARAM mapper_lidar5 off 1588794003.472109 lcad-G7-7588 1588794003.472109
PARAM mapper_lidar5_locc 5.0 1588794003.472111 lcad-G7-7588 1588794003.472111
PARAM mapper_lidar5_lfree -5.0 1588794003.472112 lcad-G7-7588 1588794003.472112
PARAM mapper_lidar5_l0 0.0 1588794003.472114 lcad-G7-7588 1588794003.472114
PARAM mapper_lidar5_unexpeted_delta_range_sigma 6.0 1588794003.472118 lcad-G7-7588 1588794003.472118
PARAM mapper_lidar6 off 1588794003.472121 lcad-G7-7588 1588794003.472121
PARAM mapper_lidar6_locc 5.0 1588794003.472123 lcad-G7-7588 1588794003.472123
PARAM mapper_lidar6_lfree -5.0 1588794003.472124 lcad-G7-7588 1588794003.472124
PARAM mapper_lidar6_l0 0.0 1588794003.472126 lcad-G7-7588 1588794003.472126
PARAM mapper_lidar6_unexpeted_delta_range_sigma 6.0 1588794003.472128 lcad-G7-7588 1588794003.472128
PARAM mapper_lidar7 off 1588794003.472131 lcad-G7-7588 1588794003.472131
PARAM mapper_lidar7_locc 5.0 1588794003.472133 lcad-G7-7588 1588794003.472132
PARAM mapper_lidar7_lfree -5.0 1588794003.472134 lcad-G7-7588 1588794003.472134
PARAM mapper_lidar7_l0 0.0 1588794003.472136 lcad-G7-7588 1588794003.472136
PARAM mapper_lidar7_unexpeted_delta_range_sigma 6.0 1588794003.472137 lcad-G7-7588 1588794003.472137
PARAM mapper_lidar8 off 1588794003.472141 lcad-G7-7588 1588794003.472141
PARAM mapper_lidar8_locc 5.0 1588794003.472142 lcad-G7-7588 1588794003.472142
PARAM mapper_lidar8_lfree -5.0 1588794003.472144 lcad-G7-7588 1588794003.472144
PARAM mapper_lidar8_l0 0.0 1588794003.472146 lcad-G7-7588 1588794003.472146
PARAM mapper_lidar8_unexpeted_delta_range_sigma 6.0 1588794003.472147 lcad-G7-7588 1588794003.472147
PARAM mapper_lidar9 off 1588794003.472150 lcad-G7-7588 1588794003.472150
PARAM mapper_lidar9_locc 5.0 1588794003.472152 lcad-G7-7588 1588794003.472152
PARAM mapper_lidar9_lfree -5.0 1588794003.472154 lcad-G7-7588 1588794003.472154
PARAM mapper_lidar9_l0 0.0 1588794003.472155 lcad-G7-7588 1588794003.472155
PARAM mapper_lidar9_unexpeted_delta_range_sigma 6.0 1588794003.472157 lcad-G7-7588 1588794003.472157
PARAM mapper_lidar10 off 1588794003.472160 lcad-G7-7588 1588794003.472160
PARAM mapper_lidar10_locc 5.0 1588794003.472162 lcad-G7-7588 1588794003.472162
PARAM mapper_lidar10_lfree -5.0 1588794003.472163 lcad-G7-7588 1588794003.472163
PARAM mapper_lidar10_l0 0.0 1588794003.472165 lcad-G7-7588 1588794003.472165
PARAM mapper_lidar10_unexpeted_delta_range_sigma 6.0 1588794003.472167 lcad-G7-7588 1588794003.472167
PARAM mapper_lidar11 off 1588794003.472170 lcad-G7-7588 1588794003.472170
PARAM mapper_lidar11_locc 5.0 1588794003.472172 lcad-G7-7588 1588794003.472172
PARAM mapper_lidar11_lfree -5.0 1588794003.472173 lcad-G7-7588 1588794003.472173
PARAM mapper_lidar11_l0 0.0 1588794003.472175 lcad-G7-7588 1588794003.472175
PARAM mapper_lidar11_unexpeted_delta_range_sigma 6.0 1588794003.472177 lcad-G7-7588 1588794003.472177
PARAM mapper_lidar12 off 1588794003.472180 lcad-G7-7588 1588794003.472180
PARAM mapper_lidar12_locc 5.0 1588794003.472181 lcad-G7-7588 1588794003.472181
PARAM mapper_lidar12_lfree -5.0 1588794003.472183 lcad-G7-7588 1588794003.472183
PARAM mapper_lidar12_l0 0.0 1588794003.472185 lcad-G7-7588 1588794003.472185
PARAM mapper_lidar12_unexpeted_delta_range_sigma 6.0 1588794003.472186 lcad-G7-7588 1588794003.472186
PARAM mapper_lidar13 off 1588794003.472189 lcad-G7-7588 1588794003.472189
PARAM mapper_lidar13_locc 5.0 1588794003.472191 lcad-G7-7588 1588794003.472191
PARAM mapper_lidar13_lfree -5.0 1588794003.472193 lcad-G7-7588 1588794003.472193
PARAM mapper_lidar13_l0 0.0 1588794003.472194 lcad-G7-7588 1588794003.472194
PARAM mapper_lidar13_unexpeted_delta_range_sigma 6.0 1588794003.472196 lcad-G7-7588 1588794003.472196
PARAM mapper_lidar14 off 1588794003.472199 lcad-G7-7588 1588794003.472199
PARAM mapper_lidar14_locc 5.0 1588794003.472201 lcad-G7-7588 1588794003.472201
PARAM mapper_lidar14_lfree -5.0 1588794003.472203 lcad-G7-7588 1588794003.472202
PARAM mapper_lidar14_l0 0.0 1588794003.472204 lcad-G7-7588 1588794003.472204
PARAM mapper_lidar14_unexpeted_delta_range_sigma 6.0 1588794003.472206 lcad-G7-7588 1588794003.472206
PARAM mapper_lidar15 off 1588794003.472209 lcad-G7-7588 1588794003.472209
PARAM mapper_lidar15_locc 5.0 1588794003.472210 lcad-G7-7588 1588794003.472210
PARAM mapper_lidar15_lfree -5.0 1588794003.472212 lcad-G7-7588 1588794003.472212
PARAM mapper_lidar15_l0 0.0 1588794003.472214 lcad-G7-7588 1588794003.472214
PARAM mapper_lidar15_unexpeted_delta_range_sigma 6.0 1588794003.472218 lcad-G7-7588 1588794003.472218
PARAM stereo_map_width 64.0 1588794003.472894 lcad-G7-7588 1588794003.472894
PARAM stereo_map_height 48.0 1588794003.472898 lcad-G7-7588 1588794003.472898
PARAM stereo_map_grid_res 0.2 1588794003.472900 lcad-G7-7588 1588794003.472899
PARAM stereo_map_locc 5 1588794003.472901 lcad-G7-7588 1588794003.472901
PARAM stereo_map_lfree -5 1588794003.472903 lcad-G7-7588 1588794003.472903
PARAM stereo_map_l0 0 1588794003.472904 lcad-G7-7588 1588794003.472904
PARAM stereo_map_log_odds_max 224 1588794003.472906 lcad-G7-7588 1588794003.472906
PARAM stereo_map_log_odds_min 32 1588794003.472908 lcad-G7-7588 1588794003.472908
PARAM stereo_map_log_odds_bias 8 1588794003.472909 lcad-G7-7588 1588794003.472909
PARAM stereo_map_frontal_camera 8 1588794003.472911 lcad-G7-7588 1588794003.472911
PARAM stereo_map_laser_num_beams 361 1588794003.472912 lcad-G7-7588 1588794003.472912
PARAM stereo_velodyne3_num_points_cloud 1 1588794003.472914 lcad-G7-7588 1588794003.472914
PARAM stereo_velodyne3_flipped off 1588794003.472916 lcad-G7-7588 1588794003.472916
PARAM stereo_velodyne3_horizontal_resolution 1280 1588794003.472917 lcad-G7-7588 1588794003.472917
PARAM stereo_velodyne3_vertical_resolution 240 1588794003.472919 lcad-G7-7588 1588794003.472919
PARAM stereo_velodyne3_range_max 50.0 1588794003.472921 lcad-G7-7588 1588794003.472921
PARAM stereo_velodyne3_horizontal_roi_ini 0 1588794003.472922 lcad-G7-7588 1588794003.472922
PARAM stereo_velodyne3_horizontal_roi_end 1280 1588794003.472924 lcad-G7-7588 1588794003.472924
PARAM stereo_velodyne3_vertical_roi_ini 0 1588794003.472926 lcad-G7-7588 1588794003.472926
PARAM stereo_velodyne3_vertical_roi_end 700 1588794003.472928 lcad-G7-7588 1588794003.472927
PARAM stereo_velodyne7_num_points_cloud 1 1588794003.472929 lcad-G7-7588 1588794003.472929
PARAM stereo_velodyne7_flipped off 1588794003.472931 lcad-G7-7588 1588794003.472931
PARAM stereo_velodyne7_horizontal_resolution 640 1588794003.472932 lcad-G7-7588 1588794003.472932
PARAM stereo_velodyne7_vertical_resolution 480 1588794003.472934 lcad-G7-7588 1588794003.472934
PARAM stereo_velodyne7_range_max 2.0 1588794003.472936 lcad-G7-7588 1588794003.472936
PARAM stereo_velodyne7_horizontal_roi_ini 0 1588794003.472937 lcad-G7-7588 1588794003.472937
PARAM stereo_velodyne7_horizontal_roi_end 640 1588794003.472939 lcad-G7-7588 1588794003.472939
PARAM stereo_velodyne7_vertical_roi_ini 0 1588794003.472941 lcad-G7-7588 1588794003.472941
PARAM stereo_velodyne7_vertical_roi_end 480 1588794003.472942 lcad-G7-7588 1588794003.472942
PARAM stereo_velodyne8_num_points_cloud 1 1588794003.472944 lcad-G7-7588 1588794003.472944
PARAM stereo_velodyne8_flipped off 1588794003.472945 lcad-G7-7588 1588794003.472945
PARAM stereo_velodyne8_vertical_resolution 120 1588794003.472947 lcad-G7-7588 1588794003.472947
PARAM stereo_velodyne8_horizontal_resolution 320 1588794003.472949 lcad-G7-7588 1588794003.472949
PARAM stereo_velodyne8_range_max 50.0 1588794003.472950 lcad-G7-7588 1588794003.472950
PARAM stereo_velodyne8_horizontal_roi_ini 0 1588794003.472952 lcad-G7-7588 1588794003.472952
PARAM stereo_velodyne8_horizontal_roi_end 1280 1588794003.472954 lcad-G7-7588 1588794003.472954
PARAM stereo_velodyne8_vertical_roi_ini 200 1588794003.472955 lcad-G7-7588 1588794003.472955
PARAM stereo_velodyne8_vertical_roi_end 660 1588794003.472957 lcad-G7-7588 1588794003.472957
PARAM navigator_ackerman_use_fused_odometry_pose on 1588794003.473337 lcad-G7-7588 1588794003.473337
PARAM navigator_goal_size 1.0 1588794003.473341 lcad-G7-7588 1588794003.473341
PARAM navigator_goal_theta_tolerance 0.3 1588794003.473342 lcad-G7-7588 1588794003.473342
PARAM navigator_map_update_radius 3.0 1588794003.473344 lcad-G7-7588 1588794003.473344
PARAM navigator_map_update_obstacles off 1588794003.473346 lcad-G7-7588 1588794003.473346
PARAM navigator_map_update_freespace off 1588794003.473347 lcad-G7-7588 1588794003.473347
PARAM navigator_map_update_num_laser_beams 361 1588794003.473349 lcad-G7-7588 1588794003.473349
PARAM navigator_replan_frequency 5 1588794003.473360 lcad-G7-7588 1588794003.473360
PARAM navigator_smooth_path on 1588794003.473362 lcad-G7-7588 1588794003.473362
PARAM navigator_dont_integrate_odometry off 1588794003.473363 lcad-G7-7588 1588794003.473363
PARAM navigator_plan_to_nearest_free_point on 1588794003.473365 lcad-G7-7588 1588794003.473365
PARAM navigator_waypoint_tolerance 1.0 1588794003.473367 lcad-G7-7588 1588794003.473367
PARAM navigator_map from_mapping 1588794003.473368 lcad-G7-7588 1588794003.473368
PARAM navigator_superimposed_map from_map_server 1588794003.473370 lcad-G7-7588 1588794003.473370
PARAM navigator_astar_path_interval 0.5 1588794003.473372 lcad-G7-7588 1588794003.473372
PARAM navigator_astar_state_map_resolution 1.0 1588794003.473374 lcad-G7-7588 1588794003.473373
PARAM navigator_astar_state_map_theta_resolution 360 1588794003.473375 lcad-G7-7588 1588794003.473375
PARAM navigator_astar_precomputed_cost_size 200 1588794003.473378 lcad-G7-7588 1588794003.473378
PARAM navigator_astar_precomputed_cost_file_name precomp_ackerman_200_phi27_r0.2_i0.01.data 1588794003.473380 lcad-G7-7588 1588794003.473380
PARAM navigator_astar_use_rs on 1588794003.473384 lcad-G7-7588 1588794003.473384
PARAM navigator_astar_smooth_path off 1588794003.473385 lcad-G7-7588 1588794003.473385
PARAM navigator_astar_onroad_max_plan_time 0.5 1588794003.473387 lcad-G7-7588 1588794003.473387
PARAM navigator_astar_robot_fat_space 0.6 1588794003.473389 lcad-G7-7588 1588794003.473389
PARAM navigator_panel_initial_map_zoom 50.0 1588794003.473390 lcad-G7-7588 1588794003.473390
PARAM navigator_panel_track_robot on 1588794003.473392 lcad-G7-7588 1588794003.473392
PARAM navigator_panel_draw_waypoints off 1588794003.473394 lcad-G7-7588 1588794003.473394
PARAM navigator_panel_draw_robot_waypoints off 1588794003.473395 lcad-G7-7588 1588794003.473395
PARAM navigator_panel_draw_path on 1588794003.473397 lcad-G7-7588 1588794003.473397
PARAM navigator_panel_show_particles on 1588794003.473399 lcad-G7-7588 1588794003.473399
PARAM navigator_panel_show_gaussians off 1588794003.473400 lcad-G7-7588 1588794003.473400
PARAM navigator_panel_show_true_pos on 1588794003.473402 lcad-G7-7588 1588794003.473402
PARAM navigator_panel_show_tracked_objects on 1588794003.473404 lcad-G7-7588 1588794003.473403
PARAM navigator_panel_show_laser off 1588794003.473405 lcad-G7-7588 1588794003.473405
PARAM navigator_panel_show_simulator_objects on 1588794003.473407 lcad-G7-7588 1588794003.473407
PARAM navigator_panel_show_command_plan on 1588794003.473408 lcad-G7-7588 1588794003.473408
PARAM navigator_panel_show_path_plans on 1588794003.473410 lcad-G7-7588 1588794003.473410
PARAM navigator_panel_show_oa_motion_plan on 1588794003.473412 lcad-G7-7588 1588794003.473412
PARAM navigator_panel_show_mpp_motion_plan on 1588794003.473413 lcad-G7-7588 1588794003.473413
PARAM navigator_panel_show_dynamic_objects on 1588794003.473415 lcad-G7-7588 1588794003.473415
PARAM navigator_panel_show_dynamic_points on 1588794003.473417 lcad-G7-7588 1588794003.473417
PARAM navigator_panel_show_annotations on 1588794003.473418 lcad-G7-7588 1588794003.473418
PARAM navigator_panel_show_lane_markings off 1588794003.473420 lcad-G7-7588 1588794003.473420
PARAM navigator_panel_show_collision_range off 1588794003.473422 lcad-G7-7588 1588794003.473422
PARAM navigator_panel_exploration_mode off 1588794003.473423 lcad-G7-7588 1588794003.473423
PARAM navigator_panel_use_ackerman on 1588794003.473425 lcad-G7-7588 1588794003.473425
PARAM navigator_panel_localize_std_x 0.5 1588794003.473427 lcad-G7-7588 1588794003.473427
PARAM navigator_panel_localize_std_y 0.5 1588794003.473428 lcad-G7-7588 1588794003.473428
PARAM navigator_panel_localize_std_theta 5.0 1588794003.473430 lcad-G7-7588 1588794003.473430
